1.0000000000e-03, 0.0000000000e+00, 0.0000000000e+00, 7.6000000000e-01, -1.6363419581e-43, -9.3000000000e-02, 2.6450936367e-53, 1.9282899249e-30, 9.3000000000e-02, 1.9479254171e-53, 1.2461939373e-05, 1.5956477650e-05, -1.6300216700e-07, -2.0871072766e-07, 
2.0000000000e-03, -1.6300216700e-10, -2.0871072766e-10, 7.6000000000e-01, -1.6634969011e-29, -9.3000000000e-02, 2.2598620349e-39, -2.6726146483e-16, 9.3000000000e-02, 1.2095137440e-39, 1.2401778379e-05, 1.5999889360e-05, -3.2521742820e-07, -4.1798928048e-07, 
3.0000000000e-03, -4.8821959520e-10, -6.2670000814e-10, 7.6000000000e-01, -3.2041228319e-29, -9.3000000000e-02, 4.2838750425e-39, -5.2122609248e-16, 9.3000000000e-02, 2.2419226375e-39, 1.2341779344e-05, 1.6043511602e-05, -4.8665003409e-07, -6.2784114218e-07, 
4.0000000000e-03, -9.7486962929e-10, -1.2545411503e-09, 7.6000000000e-01, -4.6259746402e-29, -9.3000000000e-02, 6.0831917284e-39, -7.6219163759e-16, 9.3000000000e-02, 3.1090378626e-39, 1.2281941484e-05, 1.6087344952e-05, -6.4730421462e-07, -8.3827181138e-07, 
5.0000000000e-03, -1.6221738439e-09, -2.0928129617e-09, 7.6000000000e-01, -5.9330929162e-29, -9.3000000000e-02, 7.6687469063e-39, -9.9045311561e-16, 9.3000000000e-02, 3.8223437107e-39, 1.2222264014e-05, 1.6131389984e-05, -8.0718417921e-07, -1.0492868018e-06, 
6.0000000000e-03, -2.4293580231e-09, -3.1420997635e-09, 7.6000000000e-01, -7.1294619926e-29, -9.3000000000e-02, 9.0512574988e-39, -1.2063028029e-15, 9.3000000000e-02, 4.3929975827e-39, 1.2162746149e-05, 1.6175647277e-05, -9.6629411687e-07, -1.2608916421e-06, 
7.0000000000e-03, -3.3956521400e-09, -4.4029914056e-09, 7.6000000000e-01, -8.2190099443e-29, -9.3000000000e-02, 1.0241222537e-38, -1.4100302365e-15, 9.3000000000e-02, 4.8318299890e-39, 1.2103387109e-05, 1.6220117410e-05, -1.1246381963e-06, -1.4730918765e-06, 
8.0000000000e-03, -4.5202903363e-09, -5.8760832822e-09, 7.6000000000e-01, -9.2056085889e-29, -9.3000000000e-02, 1.1248923159e-38, -1.6019222146e-15, 9.3000000000e-02, 5.1493445492e-39, 1.2044186114e-05, 1.6264800967e-05, -1.2822205658e-06, -1.6858930643e-06, 
9.0000000000e-03, -5.8025109020e-09, -7.5619763465e-09, 7.6000000000e-01, -1.0093073486e-28, -9.3000000000e-02, 1.2084422615e-38, -1.7822627959e-15, 9.3000000000e-02, 5.3557179922e-39, 1.1985142385e-05, 1.6309698531e-05, -1.4390453536e-06, -1.8993007803e-06, 
1.0000000000e-02, -7.2415562556e-09, -9.4612771268e-09, 7.6000000000e-01, -1.0885163938e-28, -9.3000000000e-02, 1.2757566259e-38, -1.9513333002e-15, 9.3000000000e-02, 5.4608001565e-39, 1.1926255145e-05, 1.6354810689e-05, -1.5951166677e-06, -2.1133206147e-06, 
1.1000000000e-02, -8.8366729233e-09, -1.1574597741e-08, 7.6000000000e-01, -1.1585582990e-28, -9.3000000000e-02, 1.3277981558e-38, -2.1094123080e-15, 9.3000000000e-02, 5.4741139899e-39, 1.1867523619e-05, 1.6400138030e-05, -1.7504385962e-06, -2.3279581737e-06, 
1.2000000000e-02, -1.0587111519e-08, -1.3902555915e-08, 7.6000000000e-01, -1.2197977429e-28, -9.3000000000e-02, 1.3655078084e-38, -2.2567756606e-15, 9.3000000000e-02, 5.4048555496e-39, 1.1808947033e-05, 1.6445681145e-05, -1.9050152071e-06, -2.5432190788e-06, 
1.3000000000e-02, -1.2492126727e-08, -1.6445774994e-08, 7.6000000000e-01, -1.2725937783e-28, -9.3000000000e-02, 1.3898047518e-38, -2.3936964604e-15, 9.3000000000e-02, 5.2618940020e-39, 1.1750524615e-05, 1.6491440626e-05, -2.0588505485e-06, -2.7591089676e-06, 
